,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, FACE VALUE
1727,TATAPOWER.NS,Tata Power Company Limited,EQ,03-APR-1996,1
1728,TATASTEEL.NS,Tata Steel Limited,EQ,18-NOV-1998,1
1729,TATATECH.NS,Tata Technologies Limited,EQ,30-NOV-2023,2
1730,TATVA.NS,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10
1731,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10
1732,TCI.NS,Transport Corporation of India Limited,EQ,21-JAN-2002,2
1733,TCIEXP.NS,TCI Express Limited,EQ,15-DEC-2016,2
1734,TCLCONS.NS,Tantia Constructions Limited,BE,16-OCT-2023,1
1735,TCNSBRANDS.NS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2
1736,TCPLPACK.NS,TCPL Packaging Limited,EQ,17-OCT-2017,10
1737,TCS.NS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1
1738,TDPOWERSYS.NS,TD Power Systems Limited,EQ,08-SEP-2011,2
1739,TEAMLEASE.NS,Teamlease Services Limited,EQ,12-FEB-2016,10
1740,TECHIN.NS,Techindia Nirman Limited,BE,08-SEP-2011,10
1741,TECHM.NS,Tech Mahindra Limited,EQ,28-AUG-2006,5
1742,TECHNOE.NS,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2
1743,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,BE,06-DEC-1995,10
1744,TEGA.NS,Tega Industries Limited,EQ,13-DEC-2021,10
1745,TEJASNET.NS,Tejas Networks Limited,EQ,27-JUN-2017,10
1746,TEMBO.NS,Tembo Global Industries Limited,EQ,23-APR-2021,10
1747,TERASOFT.NS,Tera Software Limited,BE,29-DEC-2016,10
1748,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1
1749,TEXMOPIPES.NS,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10
1750,TEXRAIL.NS,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1
1751,TFCILTD.NS,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10
1752,TFL.NS,Transwarranty Finance Limited,BE,26-FEB-2007,10
1753,TGBHOTELS.NS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10
1754,THANGAMAYL.NS,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10
1755,THEINVEST.NS,The Investment Trust Of India Limited,BE,02-AUG-2017,10
1756,THEJO.NS,Thejo Engineering Limited,EQ,10-OCT-2023,10
1757,THEMISMED.NS,Themis Medicare Limited,EQ,02-APR-2007,1
1758,THERMAX.NS,Thermax Limited,EQ,30-AUG-1995,2
1759,THOMASCOOK.NS,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1
1760,THOMASCOTT.NS,Thomas Scott (India) Limited,BE,30-JAN-2012,10
1761,THYROCARE.NS,Thyrocare Technologies Limited,EQ,09-MAY-2016,10
1762,TI.NS,Tilaknagar Industries Limited,EQ,16-JUL-2010,10
1763,TIDEWATER.NS,Tide Water Oil Company (India) Limited,EQ,16-JAN-2007,2
1764,TIIL.NS,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10
1765,TIINDIA.NS,Tube Investments of India Limited,EQ,02-NOV-2017,1
1766,TIJARIA.NS,Tijaria Polypipes Limited,BE,14-OCT-2011,10
1767,TIL.NS,TIL Limited,BZ,27-SEP-1995,10
1768,TIMESGTY.NS,Times Guaranty Limited,BE,11-JUN-2002,10
1769,TIMETECHNO.NS,Time Technoplast Limited,EQ,13-JUN-2007,1
1770,TIMKEN.NS,Timken India Limited,EQ,06-FEB-2007,10
1771,TIPSFILMS.NS,Tips Films Limited,BE,06-OCT-2022,10
1772,TIPSINDLTD.NS,TIPS Industries Limited,EQ,10-NOV-2000,1
1773,TIRUMALCHM.NS,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1
1774,TIRUPATIFL.NS,Tirupati Forge Limited,BE,04-AUG-2020,2
1775,TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,2
1776,TITAN.NS,Titan Company Limited,EQ,24-SEP-2004,1
1777,TMB.NS,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10
1778,TNPETRO.NS,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10
1779,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10
1780,TNTELE.NS,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10
1781,TOKYOPLAST.NS,Tokyo Plast International Limited,EQ,11-OCT-1995,10
1782,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5
1783,TORNTPOWER.NS,Torrent Power Limited,EQ,28-NOV-2006,10
1784,TOTAL.NS,Total Transport Systems Limited,EQ,28-AUG-2020,10
1785,TOUCHWOOD.NS,Touchwood Entertainment Limited,EQ,21-JAN-2020,10
1786,TPHQ.NS,Teamo Productions HQ Limited,BE,30-JAN-2009,1
1787,TPLPLASTEH.NS,TPL Plastech Limited,EQ,20-MAY-2015,2
1788,TRACXN.NS,Tracxn Technologies Limited,EQ,20-OCT-2022,1
1789,TREEHOUSE.NS,Tree House Education & Accessories Limited,BE,26-AUG-2011,10
1790,TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,10
1791,TREL.NS,Transindia Real Estate Limited,EQ,10-AUG-2023,2
1792,TRENT.NS,Trent Limited,EQ,07-JUN-2004,1
1793,TRF.NS,TRF Limited,BE,26-MAR-2010,10
1794,TRIDENT.NS,Trident Limited,EQ,21-FEB-2001,1
1795,TRIGYN.NS,Trigyn Technologies Limited,EQ,09-APR-1998,10
1796,TRIL.NS,Transformers And Rectifiers (India) Limited,BE,28-DEC-2007,1
1797,TRITURBINE.NS,Triveni Turbine Limited,EQ,28-OCT-2011,1
1798,TRIVENI.NS,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1
1799,TRU.NS,TruCap Finance Limited,EQ,20-JUN-2023,2
1800,TTKHLTCARE.NS,TTK Healthcare Limited,EQ,02-DEC-2015,10
1801,TTKPRESTIG.NS,TTK Prestige Limited,EQ,22-DEC-1999,1
1802,TTL.NS,T T Limited,EQ,22-FEB-2007,10
1803,TTML.NS,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10
1804,TV18BRDCST.NS,TV18 Broadcast Limited,BE,08-FEB-2007,2
1805,TVSELECT.NS,TVS Electronics Limited,EQ,26-DEC-2003,10
1806,TVSHLTD.NS,TVS Holdings Limited,EQ,23-OCT-2012,5
1807,TVSMOTOR.NS,TVS Motor Company Limited,EQ,02-AUG-2000,1
1808,TVSSCS.NS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1
1809,TVSSRICHAK.NS,TVS Srichakra Limited,EQ,13-FEB-2007,10
1810,TVTODAY.NS,TV Today Network Limited,EQ,16-JAN-2004,5
1811,TVVISION.NS,TV Vision Limited,BE,15-SEP-2016,10
1812,UBL.NS,United Breweries Limited,EQ,28-JUL-2008,1
1813,UCAL.NS,UCAL LIMITED,EQ,13-SEP-1995,10
1814,UCOBANK.NS,UCO Bank,EQ,09-OCT-2003,10
1815,UDS.NS,Updater Services Limited,EQ,04-OCT-2023,10
1816,UFLEX.NS,UFLEX Limited,EQ,23-AUG-1995,10
1817,UFO.NS,UFO Moviez India Limited,EQ,14-MAY-2015,10
1818,UGARSUGAR.NS,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1
1819,UGROCAP.NS,Ugro Capital Limited,EQ,11-AUG-2021,10
1820,UJJIVAN.NS,Ujjivan Financial Services Limited,EQ,10-MAY-2016,10
1821,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10
1822,ULTRACEMCO.NS,UltraTech Cement Limited,EQ,24-AUG-2004,10
1823,UMAEXPORTS.NS,Uma Exports Limited,BE,07-APR-2022,10
1824,UMANGDAIRY.NS,Umang Dairies Limited,EQ,02-DEC-2015,5
1825,UMESLTD.NS,Usha Martin Education & Solutions Limited,BE,12-JUL-2010,1
1826,UNICHEMLAB.NS,Unichem Laboratories Limited,EQ,07-FEB-2001,2
1827,UNIDT.NS,United Drilling Tools Limited,EQ,25-SEP-2020,10
1828,UNIENTER.NS,Uniphos Enterprises Limited,EQ,23-JAN-2004,2
1829,UNIINFO.NS,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10
1830,UNIONBANK.NS,Union Bank of India,EQ,24-SEP-2002,10
1831,UNIPARTS.NS,Uniparts India Limited,EQ,12-DEC-2022,10
1832,UNITECH.NS,Unitech Limited,BZ,08-SEP-1999,2
1833,UNITEDPOLY.NS,United Polyfab Gujarat Limited,EQ,31-DEC-2021,10
1834,UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10
1835,UNIVASTU.NS,Univastu India Limited,EQ,22-JUN-2020,10
1836,UNIVCABLES.NS,Universal Cables Limited,EQ,17-MAY-1995,10
1837,UNIVPHOTO.NS,Universus Photo Imagings Limited,EQ,14-FEB-2020,10
1838,UNOMINDA.NS,UNO Minda Limited,EQ,02-FEB-2007,2
1839,UPL.NS,UPL Limited,EQ,23-JAN-2004,2
1840,URAVI.NS,Uravi T and Wedge Lamps Limited,EQ,05-JUL-2023,10
1841,URJA.NS,Urja Global Limited,BE,28-MAR-2017,1
1842,USHAMART.NS,Usha Martin Limited,EQ,11-OCT-2000,1
1843,USK.NS,Udayshivakumar Infra Limited,BE,03-APR-2023,10
1844,UTIAMC.NS,UTI Asset Management Company Limited,EQ,12-OCT-2020,10
1845,UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10
1846,UTTAMSUGAR.NS,Uttam Sugar Mills Limited,EQ,10-APR-2006,10
1847,V2RETAIL.NS,V2 Retail Limited,EQ,04-JUL-2007,10
1848,VADILALIND.NS,Vadilal Industries Limited,EQ,15-JUN-2011,10
1849,VAIBHAVGBL.NS,Vaibhav Global Limited,EQ,05-APR-2004,2
1850,VAISHALI.NS,Vaishali Pharma Limited,EQ,15-JAN-2020,10
1851,VAKRANGEE.NS,Vakrangee Limited,EQ,03-APR-2006,1
1852,VALIANTLAB.NS,Valiant Laboratories Limited,EQ,06-OCT-2023,10
1853,VALIANTORG.NS,Valiant Organics Limited,EQ,23-JUL-2021,10
1854,VARDHACRLC.NS,Vardhman Acrylics Limited,EQ,30-SEP-2003,10
1855,VARDMNPOLY.NS,Vardhman Polytex Limited,BE,12-MAY-2003,10
1856,VARROC.NS,Varroc Engineering Limited,EQ,06-JUL-2018,1
1857,VASCONEQ.NS,Vascon Engineers Limited,EQ,15-FEB-2010,10
1858,VASWANI.NS,Vaswani Industries Limited,BE,20-SEP-2011,10
1859,VBL.NS,Varun Beverages Limited,EQ,08-NOV-2016,5
1860,VCL.NS,Vaxtex Cotfab Limited,BE,19-APR-2022,1
1861,VEDL.NS,Vedanta Limited,EQ,13-MAY-1998,1
1862,VENKEYS.NS,Venky's (India) Limited,EQ,28-JUL-2003,10
1863,VENUSPIPES.NS,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10
1864,VENUSREM.NS,Venus Remedies Limited,EQ,20-DEC-2006,10
1865,VERANDA.NS,Veranda Learning Solutions Limited,EQ,11-APR-2022,10
1866,VERTOZ.NS,Vertoz Advertising Limited,BE,14-MAY-2020,10
1867,VESUVIUS.NS,Vesuvius India Limited,EQ,04-OCT-2002,10
1868,VETO.NS,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10
1869,VGUARD.NS,V-Guard Industries Limited,EQ,13-MAR-2008,1
1870,VHL.NS,Vardhman Holdings Limited,EQ,30-JUN-2005,10
1871,VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1
1872,VIJAYA.NS,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1
1873,VIJIFIN.NS,Viji Finance Limited,BE,11-JUL-2016,1
1874,VIKASECO.NS,Vikas EcoTech Limited,EQ,12-DEC-2011,1
1875,VIKASLIFE.NS,Vikas Lifecare Limited,BE,08-MAY-2019,1
1876,VIMTALABS.NS,Vimta Labs Limited,EQ,15-DEC-2005,2
1877,VINATIORGA.NS,Vinati Organics Limited,EQ,28-JUL-2009,1
1878,VINDHYATEL.NS,Vindhya Telelinks Limited,EQ,08-FEB-1995,10
1879,VINEETLAB.NS,Vineet Laboratories Limited,BE,15-JUN-2021,10
1880,VINNY.NS,Vinny Overseas Limited,BE,28-NOV-2022,1
1881,VINYLINDIA.NS,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1
1882,VIPCLOTHNG.NS,VIP Clothing Limited,EQ,06-AUG-2007,2
1883,VIPIND.NS,VIP Industries Limited,EQ,02-MAR-2005,2
1884,VIPULLTD.NS,Vipul Limited,EQ,23-APR-2015,1
1885,VIRINCHI.NS,Virinchi Limited,EQ,03-MAY-2023,10
1886,VISAKAIND.NS,Visaka Industries Limited,EQ,28-AUG-1996,2
1887,VISESHINFO.NS,Visesh Infotecnics Limited,BE,14-JAN-2000,1
1888,VISHNU.NS,Vishnu Chemicals Limited,EQ,05-MAR-2015,2
1889,VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2
1890,VIVIDHA.NS,Visagar Polytex Limited,BE,21-MAY-2013,1
1891,VLEGOV.NS,VL E-Governance & IT Solutions Limited,BE,14-AUG-2023,10
1892,VLSFINANCE.NS,VLS Finance Limited,EQ,25-MAY-1995,10
1893,VMART.NS,V-Mart Retail Limited,EQ,20-FEB-2013,10
1894,VOLTAMP.NS,Voltamp Transformers Limited,EQ,20-SEP-2006,10
1895,VOLTAS.NS,Voltas Limited,EQ,12-APR-1995,1
1896,VPRPL.NS,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10
1897,VRLLOG.NS,VRL Logistics Limited,EQ,30-APR-2015,10
1898,VSSL.NS,Vardhman Special Steels Limited,EQ,17-MAY-2012,10
1899,VSTIND.NS,VST Industries Limited,EQ,05-SEP-2003,10
1900,VSTL.NS,Vibhor Steel Tubes Limited,BE,20-FEB-2024,10
1901,VSTTILLERS.NS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10
1902,VTL.NS,Vardhman Textiles Limited,EQ,14-JAN-2003,2
1903,WABAG.NS,VA Tech Wabag Limited,EQ,13-OCT-2010,2
1904,WALCHANNAG.NS,Walchandnagar Industries Limited,BE,18-SEP-1996,2
1905,WANBURY.NS,Wanbury Limited,BE,29-JAN-2007,10
1906,WEALTH.NS,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10
1907,WEBELSOLAR.NS,Websol Energy System Limited,EQ,15-MAY-2007,10
1908,WEIZMANIND.NS,Weizmann Limited,EQ,10-MAY-1995,10
1909,WEL.NS,Wonder Electricals Limited,EQ,17-JAN-2022,10
1910,WELCORP.NS,Welspun Corp Limited,EQ,24-MAY-2005,5
1911,WELENT.NS,Welspun Enterprises Limited,EQ,04-NOV-2004,10
1912,WELINV.NS,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10
1913,WELSPUNLIV.NS,Welspun Living Limited,EQ,04-DEC-2003,1
1914,WENDT.NS,Wendt (India) Limited,EQ,07-AUG-2006,10
1915,WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,2
1916,WEWIN.NS,WE WIN LIMITED,EQ,15-JUN-2022,10
1917,WHEELS.NS,Wheels India Limited,EQ,07-APR-2000,10
1918,WHIRLPOOL.NS,Whirlpool of India Limited,EQ,06-APR-2010,10
1919,WILLAMAGOR.NS,Williamson Magor & Company Limited,BE,08-FEB-1995,10
1920,WINDLAS.NS,Windlas Biotech Limited,EQ,16-AUG-2021,5
1921,WINDMACHIN.NS,Windsor Machines Limited,EQ,17-AUG-2011,2
1922,WINSOME.NS,Winsome Yarns Limited,BE,25-AUG-2011,10
1923,WIPL.NS,The Western India Plywoods Limited,BE,17-APR-2017,10
1924,WIPRO.NS,Wipro Limited,EQ,08-NOV-1995,2
1925,WOCKPHARMA.NS,Wockhardt Limited,EQ,23-FEB-2000,5
1926,WONDERLA.NS,Wonderla Holidays Limited,EQ,09-MAY-2014,10
1927,WORTH.NS,Worth Peripherals Limited,EQ,04-AUG-2020,10
1928,WSI.NS,W S Industries (I) Limited,EQ,01-AUG-2007,10
1929,WSTCSTPAPR.NS,West Coast Paper Mills Limited,EQ,17-JAN-2001,2
1930,XCHANGING.NS,Xchanging Solutions Limited,EQ,09-MAR-2005,10
1931,XELPMOC.NS,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10
1932,XPROINDIA.NS,Xpro India Limited,EQ,27-APR-2004,10
1933,YAARI.NS,Yaari Digital Integrated Services Limited,BE,18-AUG-2011,2
1934,YASHO.NS,Yasho Industries Limited,EQ,21-AUG-2023,10
1935,YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10
1936,YATRA.NS,Yatra Online Limited,EQ,28-SEP-2023,1
1937,YESBANK.NS,Yes Bank Limited,EQ,12-JUL-2005,2
1938,YUKEN.NS,Yuken India Limited,EQ,02-SEP-2021,10
1939,ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1
1940,ZEEL.NS,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1
1941,ZEELEARN.NS,Zee Learn Limited,BE,20-DEC-2010,1
1942,ZEEMEDIA.NS,Zee Media Corporation Limited,EQ,10-JAN-2007,1
1943,ZENITHEXPO.NS,Zenith Exports Limited,EQ,10-JUL-1996,10
1944,ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007,10
1945,ZENSARTECH.NS,Zensar Technologies Limited,EQ,09-JUL-2003,2
1946,ZENTEC.NS,Zen Technologies Limited,EQ,30-MAR-2015,1
1947,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5
1948,ZIMLAB.NS,Zim Laboratories Limited,EQ,25-NOV-2022,10
1949,ZODIAC.NS,Zodiac Energy Limited,BE,14-DEC-2021,10
1950,ZODIACLOTH.NS,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10
1951,ZOMATO.NS,Zomato Limited,EQ,23-JUL-2021,1
1952,ZOTA.NS,Zota Health Care LImited,EQ,19-AUG-2019,10
1953,ZUARI.NS,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10
1954,ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10
1955,ZYDUSLIFE.NS,Zydus Lifesciences Limited,EQ,18-APR-2000,1
1956,ZYDUSWELL.NS,Zydus Wellness Limited,EQ,13-NOV-2009,10
